Load,Actuator,Time,Strain
156.9473,31.03472,184.284,-0.3863959
156.9046,31.04861,184.351,-0.3863959
156.9758,31.0625,184.418,-0.3863959
156.9484,31.07639,184.484,-0.3863959
156.9273,31.09028,184.551,-0.3863959
156.9749,31.10417,184.618,-0.3863959
156.9371,31.11806,184.684,-0.3863959
156.9287,31.13194,184.751,-0.3863959
156.9274,31.14583,184.818,-0.3863959
156.9126,31.15972,184.884,-0.3863959
156.8755,31.17361,184.951,-0.3863959
156.929,31.1875,185.018,-0.3863959
156.9063,31.20139,185.084,-0.3863959
156.9056,31.21528,185.151,-0.3863959
156.9355,31.22917,185.218,-0.3863959
156.8838,31.24306,185.284,-0.3863959
156.8616,31.25694,185.351,-0.3863959
156.9039,31.27083,185.418,-0.3863959
156.8822,31.28472,185.484,-0.3863959
156.8591,31.29861,185.551,-0.3863959
156.8723,31.3125,185.618,-0.3863959
156.8367,31.32639,185.684,-0.3863959
156.8129,31.34028,185.751,-0.3863959
156.842,31.35417,185.818,-0.3863959
156.8155,31.36805,185.884,-0.3863959
156.7736,31.38195,185.951,-0.3863959
156.8378,31.39583,186.018,-0.3863959
156.7973,31.40972,186.084,-0.3863959
156.7324,31.42361,186.151,-0.3863959
156.7548,31.4375,186.218,-0.3863959
156.7275,31.45139,186.284,-0.3863959
156.6981,31.46528,186.351,-0.3863959
156.7107,31.47916,186.418,-0.3863959
156.7123,31.49306,186.484,-0.3863959
156.733,31.50694,186.551,-0.3863959
156.7765,31.52083,186.618,-0.3863959
156.7305,31.53472,186.684,-0.3863959
156.6952,31.54861,186.751,-0.3863959
156.6859,31.5625,186.818,-0.3863959
156.6716,31.57639,186.884,-0.3863959
156.6251,31.59028,186.951,-0.3863959
156.6606,31.60417,187.018,-0.3863959
156.6221,31.61805,187.084,-0.3863959
156.5874,31.63194,187.151,-0.3863959
156.6063,31.64583,187.218,-0.3863959
156.5902,31.65972,187.284,-0.3863959
156.5344,31.67361,187.351,-0.3863959
156.5905,31.6875,187.418,-0.3863959
156.5695,31.70139,187.484,-0.3863959
156.5575,31.71528,187.551,-0.3863959
156.5701,31.72917,187.618,-0.3863959
156.5415,31.74306,187.684,-0.3863959
156.513,31.75694,187.751,-0.3863959
156.5284,31.77083,187.818,-0.3863959
156.4822,31.78472,187.884,-0.3863959
156.4613,31.80556,187.951,-0.3863959
156.4802,31.8125,188.018,-0.3863959
156.4602,31.82639,188.084,-0.3863959
156.4646,31.84028,188.151,-0.3863959
156.5279,31.85417,188.218,-0.3863959
156.4845,31.86806,188.284,-0.3863959
156.4405,31.88194,188.351,-0.3863959
156.4661,31.89583,188.418,-0.3863959
156.414,31.91667,188.484,-0.3863959
156.3813,31.93055,188.551,-0.3863959
156.4174,31.94445,188.618,-0.3863959
156.3949,31.95139,188.684,-0.3863959
156.3565,31.97222,188.751,-0.3863959
156.3793,31.98611,188.818,-0.3863959
156.3495,32,188.884,-0.3863959
156.3194,32.01389,188.951,-0.3863959
156.3241,32.02778,189.018,-0.3863959
156.2783,32.04167,189.084,-0.3863959
156.2706,32.05556,189.151,-0.3863959
156.2881,32.06944,189.218,-0.3863959
156.2582,32.08333,189.284,-0.3863959
156.2399,32.09722,189.351,-0.3863959
156.2717,32.11111,189.418,-0.3863959
156.2133,32.125,189.484,-0.3863959
156.1691,32.13889,189.551,-0.3863959
156.1957,32.15278,189.618,-0.3863959
156.1755,32.16667,189.684,-0.3863959
156.1763,32.18056,189.751,-0.3863959
156.1845,32.19444,189.818,-0.3863959
156.1637,32.20833,189.884,-0.3863959
156.136,32.22222,189.951,-0.3863959
156.1542,32.23611,190.018,-0.3863959
156.1086,32.25,190.084,-0.3863959
156.0971,32.26389,190.151,-0.3863959
156.1218,32.27778,190.218,-0.3863959
156.087,32.29167,190.284,-0.3863959
156.0201,32.30556,190.351,-0.3863959
156.077,32.31945,190.418,-0.3863959
156.0048,32.33333,190.484,-0.3863959
155.9757,32.34722,190.551,-0.3863959
155.9512,32.36111,190.618,-0.3863959
155.9355,32.375,190.684,-0.3863959
155.9458,32.38889,190.751,-0.3863959
155.9944,32.40278,190.818,-0.3863959
155.9171,32.41667,190.884,-0.3863959
155.8615,32.43056,190.951,-0.3863959
155.875,32.44444,191.018,-0.3863959
155.8674,32.45834,191.084,-0.3863959
155.7917,32.47222,191.151,-0.3863959
155.8485,32.48611,191.218,-0.3863959
155.7871,32.5,191.284,-0.3863959
155.7933,32.51389,191.351,-0.3863959
155.7686,32.52778,191.418,-0.3863959
155.7388,32.54167,191.484,-0.3863959
155.6957,32.55555,191.551,-0.3863959
155.7175,32.56945,191.618,-0.3863959
155.6617,32.58333,191.684,-0.3863959
155.6504,32.59722,191.751,-0.3863959
155.6758,32.61111,191.818,-0.3863959
155.6278,32.625,191.884,-0.3863959
155.608,32.63889,191.951,-0.3863959
155.6322,32.65278,192.018,-0.3863959
155.5673,32.66667,192.084,-0.3863959
155.5349,32.68056,192.151,-0.3863959
155.539,32.70139,192.218,-0.3863959
155.503,32.71528,192.284,-0.3863959
155.4474,32.72222,192.351,-0.3863959
155.5008,32.73611,192.418,-0.3863959
155.4534,32.75694,192.484,-0.3863959
155.4153,32.77083,192.551,-0.3863959
155.4278,32.78472,192.618,-0.3863959
155.4088,32.79861,192.684,-0.3863959
155.3541,32.8125,192.751,-0.3863959
155.3834,32.82639,192.818,-0.3863959
155.3307,32.84028,192.884,-0.3863959
155.3088,32.85417,192.951,-0.3863959
155.3184,32.86805,193.018,-0.3863959
155.2555,32.88195,193.084,-0.3863959
155.2126,32.89583,193.151,-0.3863959
155.2356,32.90972,193.218,-0.3863959
155.1991,32.92361,193.284,-0.3863959
155.1544,32.9375,193.351,-0.3863959
155.2029,32.95139,193.418,-0.3863959
155.1761,32.96528,193.484,-0.3863959
155.1326,32.97917,193.551,-0.3863959
155.1372,32.99306,193.618,-0.3863959
155.108,33.00694,193.684,-0.3863959
155.0558,33.02083,193.751,-0.3863959
155.0809,33.03472,193.818,-0.3863959
155.0213,33.04861,193.884,-0.3863959
154.982,33.0625,193.951,-0.3863959
154.9992,33.07639,194.018,-0.3863959
154.9802,33.09028,194.084,-0.3863959
154.92,33.10417,194.151,-0.3863959
154.9199,33.11805,194.218,-0.3863959
154.8844,33.13195,194.284,-0.3863959
154.8325,33.14583,194.351,-0.3863959
154.8678,33.15972,194.418,-0.3863959
154.8432,33.17361,194.484,-0.3863959
154.7943,33.1875,194.551,-0.3863959
154.734,33.20139,194.618,-0.3863959
154.7091,33.21528,194.684,-0.3863959
154.6373,33.22917,194.751,-0.3863959
154.6597,33.24306,194.818,-0.3863959
154.5878,33.25694,194.884,-0.3863959
154.5202,33.27083,194.951,-0.3863959
154.5477,33.28472,195.018,-0.3863959
154.5364,33.29861,195.084,-0.3863959
154.4841,33.3125,195.151,-0.3863959
154.4774,33.32639,195.218,-0.3863959
154.4223,33.34028,195.284,-0.3863959
154.3693,33.35417,195.351,-0.3863959
154.3897,33.36805,195.418,-0.3863959
154.368,33.38194,195.484,-0.3863959
154.3121,33.39583,195.551,-0.3863959
154.3598,33.40972,195.618,-0.3863959
154.3015,33.42361,195.684,-0.3863959
154.2514,33.4375,195.751,-0.3863959
154.2584,33.45139,195.818,-0.3863959
154.2274,33.46528,195.884,-0.3863959
154.16,33.47917,195.951,-0.3863959
154.1483,33.49306,196.018,-0.3863959
154.137,33.50694,196.084,-0.3863959
154.1063,33.52083,196.151,-0.3863959
154.0888,33.53472,196.218,-0.3863959
154.0454,33.54861,196.284,-0.3863959
153.9793,33.5625,196.351,-0.3863959
153.9814,33.58333,196.418,-0.3863959
153.9312,33.59028,196.484,-0.3863959
153.8995,33.61111,196.551,-0.3863959
153.9217,33.61806,196.618,-0.3863959
153.876,33.63889,196.684,-0.3863959
153.7929,33.65278,196.751,-0.3863959
153.786,33.66667,196.818,-0.3863959
153.7356,33.68055,196.884,-0.3863959
153.6759,33.69445,196.951,-0.3863959
153.7102,33.70833,197.018,-0.3863959
153.6773,33.72222,197.084,-0.3863959
153.6357,33.73611,197.151,-0.3863959
153.6394,33.75,197.218,-0.3863959
153.563,33.76389,197.284,-0.3863959
153.5058,33.77778,197.351,-0.3863959
153.5227,33.79166,197.418,-0.3863959
153.4632,33.80556,197.484,-0.3863959
153.3983,33.81944,197.551,-0.3863959
153.3873,33.83333,197.618,-0.3863959
153.3766,33.84722,197.684,-0.3863959
153.3503,33.86111,197.751,-0.3863959
153.3397,33.875,197.818,-0.3863959
153.2978,33.88889,197.884,-0.3863959
153.2325,33.90278,197.951,-0.3863959
153.2006,33.91667,198.018,-0.3863959
153.2038,33.93055,198.084,-0.3863959
153.1109,33.94444,198.151,-0.3863959
153.1376,33.95833,198.218,-0.3863959
153.0759,33.97222,198.284,-0.3863959
153.0112,33.98611,198.351,-0.3863959
152.9952,34,198.418,-0.3863959
152.9393,34.01389,198.484,-0.3863959
152.8452,34.02778,198.551,-0.3863959
152.8857,34.04167,198.618,-0.3863959
152.8219,34.05556,198.684,-0.3863959
152.7917,34.06944,198.751,-0.3863959
152.7626,34.08333,198.818,-0.3863959
152.7251,34.09722,198.884,-0.3863959
152.6606,34.11111,198.951,-0.3863959
152.6428,34.125,199.018,-0.3863959
152.5676,34.13889,199.084,-0.3863959
152.5166,34.15278,199.151,-0.3863959
152.5076,34.16667,199.218,-0.3863959
152.5158,34.18056,199.284,-0.3863959
152.4367,34.19444,199.351,-0.3863959
152.4127,34.20833,199.418,-0.3863959
152.3789,34.22222,199.484,-0.3863959
152.3069,34.23611,199.551,-0.3863959
152.2955,34.25,199.618,-0.3863959
152.2543,34.26389,199.684,-0.3863959
152.1903,34.27778,199.751,-0.3863959
152.2114,34.29167,199.818,-0.3863959
152.1626,34.30555,199.884,-0.3863959
152.0897,34.32639,199.951,-0.3863959
152.0211,34.34028,200.018,-0.3863959
152.005,34.35417,200.084,-0.3863959
151.9237,34.36111,200.151,-0.3863959
151.9847,34.375,200.218,-0.3863959
151.9433,34.38889,200.284,-0.3863959
151.8776,34.40278,200.351,-0.3863959
151.8567,34.42361,200.418,-0.3863959
151.8144,34.4375,200.484,-0.3863959
151.6999,34.45139,200.551,-0.3863959
151.6978,34.46528,200.618,-0.3863959
151.6117,34.47917,200.684,-0.3863959
151.5627,34.49306,200.751,-0.3863959
151.5768,34.50694,200.818,-0.3863959
151.5537,34.52083,200.884,-0.3863959
151.4561,34.53472,200.951,-0.3863959
151.4698,34.54861,201.018,-0.3863959
151.3952,34.5625,201.084,-0.3863959
151.3261,34.57639,201.151,-0.3863959
151.3314,34.59028,201.218,-0.3863959
151.2865,34.60417,201.284,-0.3863959
151.2078,34.61806,201.351,-0.3863959
151.2254,34.63195,201.418,-0.3863959
151.187,34.64583,201.484,-0.3863959
151.1126,34.65972,201.551,-0.3863959
151.0955,34.67361,201.618,-0.3863959
151.0397,34.6875,201.684,-0.3863959
150.9714,34.70139,201.751,-0.3863959
150.9424,34.71528,201.818,-0.3863959
150.9344,34.72917,201.884,-0.3863959
150.8679,34.74306,201.951,-0.3863959
150.8552,34.75694,202.018,-0.3863959
150.8041,34.77084,202.084,-0.3863959
150.7013,34.78472,202.151,-0.3863959
150.6655,34.79861,202.218,-0.3863959
150.622,34.8125,202.284,-0.3863959
150.5346,34.82639,202.351,-0.3863959
150.5687,34.84028,202.418,-0.3863959
150.5354,34.85417,202.484,-0.3863959
150.4235,34.86805,202.551,-0.3863959
150.4007,34.88195,202.618,-0.3863959
150.3544,34.89583,202.684,-0.3863959
150.2454,34.90972,202.751,-0.3863959
150.216,34.92361,202.818,-0.3863959
150.1596,34.9375,202.884,-0.3863959
150.0798,34.95139,202.951,-0.3863959
150.1073,34.96528,203.018,-0.3863959
150.0623,34.97917,203.084,-0.3863959
149.9763,34.99306,203.151,-0.3863959
149.967,35.00694,203.218,-0.3863959
149.918,35.02083,203.284,-0.3863959
149.8084,35.03472,203.351,-0.3863959
149.8021,35.04861,203.418,-0.3863959
149.733,35.0625,203.484,-0.3863959
149.6728,35.07639,203.551,-0.3863959
149.6733,35.09028,203.618,-0.3863959
149.6469,35.10417,203.684,-0.3863959
149.5597,35.11805,203.751,-0.3863959
149.5316,35.13195,203.818,-0.3863959
149.4658,35.14583,203.884,-0.3863959
149.3851,35.15972,203.951,-0.3863959
149.4019,35.17361,204.018,-0.3863959
149.3624,35.1875,204.084,-0.3863959
149.2652,35.20139,204.151,-0.3863959
149.237,35.22222,204.218,-0.3863959
149.1791,35.23611,204.284,-0.3863959
149.0575,35.25,204.351,-0.3863959
149.0845,35.26389,204.418,-0.3863959
149.0656,35.27778,204.484,-0.3863959
149.0049,35.28472,204.551,-0.3863959
148.9446,35.30556,204.618,-0.3863959
148.8968,35.31944,204.684,-0.3863959
148.8327,35.33333,204.751,-0.3863959
148.7946,35.34722,204.818,-0.3863959
148.7342,35.36111,204.884,-0.3863959
148.6593,35.375,204.951,-0.3863959
148.6328,35.38889,205.018,-0.3863959
148.6132,35.40278,205.084,-0.3863959
148.5217,35.41667,205.151,-0.3863959
148.4958,35.43055,205.218,-0.3863959
148.4443,35.44445,205.284,-0.3863959
148.3458,35.45833,205.351,-0.3863959
148.3123,35.47222,205.418,-0.3863959
148.2777,35.48611,205.484,-0.3863959
148.1931,35.5,205.551,-0.3863959
148.1892,35.51389,205.618,-0.3863959
148.1444,35.52778,205.684,-0.3863959
148.0537,35.54166,205.751,-0.3863959
148.0295,35.55556,205.818,-0.3863959
148.0013,35.56944,205.884,-0.3863959
147.8892,35.58333,205.951,-0.3863959
147.8391,35.59722,206.018,-0.3863959
147.7698,35.61111,206.084,-0.3863959
147.7268,35.625,206.151,-0.3863959
147.6282,35.63889,206.218,-0.3863959
147.6195,35.65278,206.284,-0.3863959
147.5133,35.66667,206.351,-0.3863959
147.4825,35.68055,206.418,-0.3863959
147.4096,35.69444,206.484,-0.3863959
147.3503,35.70833,206.551,-0.3863959
147.2961,35.72222,206.618,-0.3863959
147.2973,35.73611,206.684,-0.3863959
147.1656,35.75,206.751,-0.3863959
147.1686,35.76389,206.818,-0.3863959
147.11,35.77778,206.884,-0.3863959
147.0178,35.79167,206.951,-0.3863959
146.9522,35.80556,207.018,-0.3863959
146.9362,35.81944,207.084,-0.3863959
146.8208,35.83333,207.151,-0.3863959
146.7966,35.84722,207.218,-0.3863959
146.7538,35.86111,207.284,-0.3863959
146.6484,35.875,207.351,-0.3863959
146.6079,35.88889,207.418,-0.3863959
146.6,35.90278,207.484,-0.3863959
146.469,35.91667,207.551,-0.3863959
146.4303,35.93056,207.618,-0.3863959
146.3984,35.94444,207.684,-0.3863959
146.3059,35.95833,207.751,-0.3863959
146.2664,35.97222,207.818,-0.3863959
146.2306,35.98611,207.884,-0.3863959
146.1266,36,207.951,-0.3863959
146.0872,36.01389,208.018,-0.3863959
146.0545,36.02778,208.084,-0.3863959
145.964,36.04861,208.151,-0.3863959
145.9191,36.05555,208.218,-0.3863959
145.8809,36.06945,208.284,-0.3863959
145.7527,36.09028,208.351,-0.3863959
145.726,36.10417,208.418,-0.3863959
145.6831,36.11806,208.484,-0.3863959
145.5987,36.13194,208.551,-0.3863959
145.539,36.14583,208.618,-0.3863959
145.5178,36.15972,208.684,-0.3863959
145.4184,36.17361,208.751,-0.3863959
145.3772,36.1875,208.818,-0.3863959
145.3105,36.20139,208.884,-0.3863959
145.2243,36.21528,208.951,-0.3863959
145.169,36.22917,209.018,-0.3863959
145.1421,36.24306,209.084,-0.3863959
145.0469,36.25694,209.151,-0.3863959
145.0042,36.27083,209.218,-0.3863959
144.9538,36.28472,209.284,-0.3863959
144.8874,36.29861,209.351,-0.3863959
144.816,36.3125,209.418,-0.3863959
144.7657,36.32639,209.484,-0.3863959
144.6792,36.34028,209.551,-0.3863959
144.6218,36.35417,209.618,-0.3863959
144.5793,36.36806,209.684,-0.3863959
144.4884,36.38195,209.751,-0.3863959
144.4354,36.39583,209.818,-0.3863959
144.3838,36.40972,209.884,-0.3863959
144.2704,36.42361,209.951,-0.3863959
144.2469,36.4375,210.018,-0.3863959
144.204,36.45139,210.084,-0.3863959
144.0913,36.46528,210.151,-0.3863959
143.9877,36.47917,210.218,-0.3863959
143.9662,36.49306,210.284,-0.3863959
143.9017,36.50694,210.351,-0.3863959
143.8456,36.52084,210.418,-0.3863959
143.7856,36.53472,210.484,-0.3863959
143.6873,36.54861,210.551,-0.3863959
143.6174,36.5625,210.618,-0.3863959
143.5745,36.57639,210.684,-0.3863959
143.4593,36.59028,210.751,-0.3863959
143.3941,36.60417,210.818,-0.3863959
143.3951,36.61805,210.884,-0.3863959
143.2917,36.63195,210.951,-0.3863959
143.2102,36.64583,211.018,-0.3863959
143.1791,36.65972,211.084,-0.3863959
143.0582,36.67361,211.151,-0.3863959
143.0059,36.6875,211.218,-0.3863959
142.9486,36.70139,211.284,-0.3863959
142.8475,36.71528,211.351,-0.3863959
142.7835,36.72917,211.418,-0.3863959
142.7769,36.74306,211.484,-0.3863959
142.6499,36.75694,211.551,-0.3863959
142.6226,36.77083,211.618,-0.3863959
142.5564,36.78472,211.684,-0.3863959
142.4351,36.79861,211.751,-0.3863959
142.3585,36.8125,211.818,-0.3863959
142.3156,36.82639,211.884,-0.3863959
142.2439,36.84028,211.951,-0.3863959
142.1765,36.85417,212.018,-0.3863959
142.1309,36.86805,212.084,-0.3863959
142.0198,36.88889,212.151,-0.3863959
141.955,36.90278,212.218,-0.3863959
141.91,36.91667,212.284,-0.3863959
141.7742,36.93056,212.351,-0.3863959
141.7217,36.94445,212.418,-0.3863959
141.695,36.95833,212.484,-0.3863959
141.6351,36.97222,212.551,-0.3863959
141.5486,36.98611,212.618,-0.3863959
141.4887,37,212.684,-0.3863959
141.385,37.01389,212.751,-0.3863959
141.3343,37.02778,212.818,-0.3863959
141.2847,37.04167,212.884,-0.3863959
141.1932,37.05556,212.951,-0.3863959
141.1156,37.06944,213.018,-0.3863959
141.0892,37.08333,213.084,-0.3863959
140.9968,37.09722,213.151,-0.3863959
140.9175,37.11111,213.218,-0.3863959
140.857,37.125,213.284,-0.3863959
140.7998,37.13889,213.351,-0.3863959
140.5898,37.15278,213.418,-0.3863959
140.5923,37.16667,213.484,-0.3863959
140.5617,37.18055,213.551,-0.3863959
140.4987,37.19445,213.618,-0.3863959
140.4655,37.20833,213.684,-0.3863959
140.3764,37.22222,213.751,-0.3863959
140.296,37.23611,213.818,-0.3863959
140.2244,37.25,213.884,-0.3863959
140.1256,37.26389,213.951,-0.3863959
140.0225,37.27778,214.018,-0.3863959
140.0173,37.29167,214.084,-0.3863959
139.8928,37.30556,214.151,-0.3863959
139.7957,37.31944,214.218,-0.3863959
139.7099,37.33333,214.284,-0.3863959
139.639,37.34722,214.351,-0.3863959
139.5257,37.36111,214.418,-0.3863959
139.4945,37.375,214.484,-0.3863959
139.391,37.38889,214.551,-0.3863959
139.3374,37.40278,214.618,-0.3863959
139.2622,37.41667,214.684,-0.3863959
139.1504,37.43055,214.751,-0.3863959
139.0444,37.44445,214.818,-0.3863959
139.024,37.45833,214.884,-0.3863959
138.8943,37.47222,214.951,-0.3863959
138.8364,37.48611,215.018,-0.3863959
138.7568,37.5,215.084,-0.3863959
138.6847,37.51389,215.151,-0.3863959
138.6008,37.52778,215.218,-0.3863959
138.5576,37.54167,215.284,-0.3863959
138.4449,37.55556,215.351,-0.3863959
138.3462,37.56944,215.418,-0.3863959
138.2744,37.58333,215.484,-0.3863959
138.2166,37.59722,215.551,-0.3863959
138.1407,37.61111,215.618,-0.3863959
138.0955,37.625,215.684,-0.3863959
137.9651,37.63889,215.751,-0.3863959
137.9052,37.65278,215.818,-0.3863959
137.8368,37.66667,215.884,-0.3863959
137.7385,37.6875,215.951,-0.3863959
137.6095,37.70139,216.018,-0.3863959
137.5846,37.71528,216.084,-0.3863959
137.4618,37.72917,216.151,-0.3863959
137.3164,37.74305,216.218,-0.3863959
137.2876,37.75695,216.284,-0.3863959
137.2496,37.77083,216.351,-0.3863959
137.1555,37.78472,216.418,-0.3863959
137.1047,37.79861,216.484,-0.3863959
137.0196,37.8125,216.551,-0.3863959
136.9353,37.82639,216.618,-0.3863959
136.9051,37.84028,216.684,-0.3863959
136.818,37.85416,216.751,-0.3863959
136.7059,37.86806,216.818,-0.3863959
136.6396,37.88194,216.884,-0.3863959
136.5391,37.89583,216.951,-0.3863959
136.4174,37.90972,217.018,-0.3863959
136.3835,37.92361,217.084,-0.3863959
136.2764,37.9375,217.151,-0.3863959
136.2003,37.95139,217.218,-0.3863959
136.1569,37.96528,217.284,-0.3863959
136.0396,37.97917,217.351,-0.3863959
135.9519,37.99305,217.418,-0.3863959
135.9001,38.00694,217.484,-0.3863959
135.7871,38.02083,217.551,-0.3863959
135.6548,38.03472,217.618,-0.3863959
135.6032,38.04861,217.684,-0.3863959
135.5127,38.0625,217.751,-0.3863959
135.426,38.07639,217.818,-0.3863959
135.3962,38.09028,217.884,-0.3863959
135.2773,38.10417,217.951,-0.3863959
135.0727,38.11806,218.018,-0.3863959
135.0276,38.13194,218.084,-0.3863959
134.947,38.14583,218.151,-0.3863959
134.8548,38.15972,218.218,-0.3863959
134.8144,38.17361,218.284,-0.3863959
134.6838,38.1875,218.351,-0.3863959
134.552,38.20139,218.418,-0.3863959
134.5439,38.21528,218.484,-0.3863959
134.4307,38.22917,218.551,-0.3863959
134.3177,38.24306,218.618,-0.3863959
134.2493,38.25694,218.684,-0.3863959
134.14,38.27083,218.751,-0.3863959
134.0384,38.28472,218.818,-0.3863959
134.0035,38.29861,218.884,-0.3863959
133.8792,38.3125,218.951,-0.3863959
133.7883,38.32639,219.018,-0.3863959
133.6896,38.34028,219.084,-0.3863959
133.5946,38.35417,219.151,-0.3863959
133.4863,38.36805,219.218,-0.3863959
133.4167,38.38195,219.284,-0.3863959
133.3522,38.39583,219.351,-0.3863959
133.2427,38.40972,219.418,-0.3863959
133.1618,38.42361,219.484,-0.3863959
133.0747,38.4375,219.551,-0.3863959
132.9693,38.45139,219.618,-0.3863959
132.8929,38.47222,219.684,-0.3863959
132.7871,38.47917,219.751,-0.3863959
132.7016,38.5,219.818,-0.3863959
132.654,38.50694,219.884,-0.3863959
132.5434,38.52778,219.951,-0.3863959
132.3996,38.54167,220.018,-0.3863959
132.3562,38.55556,220.084,-0.3863959
132.249,38.56944,220.151,-0.3863959
132.1071,38.58333,220.218,-0.3863959
132.0563,38.59722,220.284,-0.3863959
131.9591,38.61111,220.351,-0.3863959
131.8464,38.625,220.418,-0.3863959
131.8027,38.63889,220.484,-0.3863959
131.6668,38.65278,220.551,-0.3863959
131.5658,38.66667,220.618,-0.3863959
131.4965,38.68056,220.684,-0.3863959
131.4183,38.69445,220.751,-0.3863959
131.2878,38.70833,220.818,-0.3863959
131.2261,38.72222,220.884,-0.3863959
131.1414,38.73611,220.951,-0.3863959
131.0103,38.75,221.018,-0.3863959
130.9323,38.76389,221.084,-0.3863959
130.836,38.77778,221.151,-0.3863959
130.7051,38.79167,221.218,-0.3863959
130.6369,38.80556,221.284,-0.3863959
130.5506,38.81944,221.351,-0.3863959
130.4327,38.83334,221.418,-0.3863959
130.3676,38.84722,221.484,-0.3863959
130.2437,38.86111,221.551,-0.3863959
130.1125,38.875,221.618,-0.3863959
130.0403,38.88889,221.684,-0.3863959
129.9497,38.90278,221.751,-0.3863959
129.7811,38.91667,221.818,-0.3863959
129.7344,38.93055,221.884,-0.3863959
129.584,38.94445,221.951,-0.3863959
129.5001,38.95833,222.018,-0.3863959
129.3964,38.97222,222.084,-0.3863959
129.3292,38.98611,222.151,-0.3863959
129.1738,39,222.218,-0.3863959
129.1447,39.01389,222.284,-0.3863959
129.0077,39.02778,222.351,-0.3863959
128.8812,39.04167,222.418,-0.3863959
128.811,39.05556,222.484,-0.3863959
128.7557,39.06944,222.551,-0.3863959
128.5657,39.08333,222.618,-0.3863959
128.5191,39.09722,222.684,-0.3863959
128.4119,39.11111,222.751,-0.3863959
128.2602,39.125,222.818,-0.3863959
128.1742,39.13889,222.884,-0.3863959
128.0827,39.15278,222.951,-0.3863959
127.9387,39.16667,223.018,-0.3863959
127.901,39.18055,223.084,-0.3863959
127.7877,39.19445,223.151,-0.3863959
127.6564,39.20833,223.218,-0.3863959
127.5619,39.22222,223.284,-0.3863959
127.4779,39.23611,223.351,-0.3863959
127.3272,39.25,223.418,-0.3863959
127.2446,39.26389,223.484,-0.3863959
127.1709,39.27778,223.551,-0.3863959
127.0692,39.29166,223.618,-0.3863959
126.9425,39.3125,223.684,-0.3863959
126.837,39.32639,223.751,-0.3863959
126.673,39.34028,223.818,-0.3863959
126.6277,39.35417,223.884,-0.3863959
126.5454,39.36806,223.951,-0.3863959
126.4178,39.38194,224.018,-0.3863959
126.3359,39.39583,224.084,-0.3863959
126.2816,39.40972,224.151,-0.3863959
126.0783,39.42361,224.218,-0.3863959
126.0139,39.4375,224.284,-0.3863959
125.9114,39.45139,224.351,-0.3863959
125.752,39.46528,224.418,-0.3863959
125.6632,39.47917,224.484,-0.3863959
125.5808,39.49305,224.551,-0.3863959
125.4283,39.50695,224.618,-0.3863959
125.3568,39.52083,224.684,-0.3863959
125.2564,39.53472,224.751,-0.3863959
125.0932,39.54861,224.818,-0.3863959
125.0113,39.5625,224.884,-0.3863959
124.9133,39.57639,224.951,-0.3863959
124.7732,39.59028,225.018,-0.3863959
124.6905,39.60417,225.084,-0.3863959
124.6228,39.61806,225.151,-0.3863959
124.4946,39.63194,225.218,-0.3863959
124.3939,39.64583,225.284,-0.3863959
124.2968,39.65972,225.351,-0.3863959
124.1362,39.67361,225.418,-0.3863959
124.0861,39.6875,225.484,-0.3863959
123.953,39.70139,225.551,-0.3863959
123.7883,39.71528,225.618,-0.3863959
123.6883,39.72917,225.684,-0.3863959
123.6134,39.74305,225.751,-0.3863959
123.4451,39.75695,225.818,-0.3863959
123.3396,39.77083,225.884,-0.3863959
123.2332,39.78472,225.951,-0.3863959
123.0183,39.79861,226.018,-0.3863959
122.96,39.8125,226.084,-0.3863959
122.8946,39.82639,226.151,-0.3863959
122.7734,39.84028,226.218,-0.3863959
122.6394,39.85417,226.284,-0.3863959
122.5167,39.86806,226.351,-0.3863959
122.3488,39.88194,226.418,-0.3863959
122.2124,39.89583,226.484,-0.3863959
122.1378,39.90972,226.551,-0.3863959
121.9925,39.92361,226.618,-0.3863959
121.9181,39.9375,226.684,-0.3863959
121.8432,39.95139,226.751,-0.3863959
121.6992,39.96528,226.818,-0.3863959
121.5736,39.97917,226.884,-0.3863959
121.4738,39.99306,226.951,-0.3863959
121.3073,40.00694,227.018,-0.3863959
121.2128,40.02083,227.084,-0.3863959
121.1187,40.03472,227.151,-0.3863959
120.9621,40.04861,227.218,-0.3863959
120.8504,40.0625,227.284,-0.3863959
120.7754,40.07639,227.351,-0.3863959
120.6128,40.09028,227.418,-0.3863959
120.5168,40.10417,227.484,-0.3863959
120.3994,40.11806,227.551,-0.3863959
120.2274,40.13889,227.618,-0.3863959
120.1501,40.14583,227.684,-0.3863959
120.058,40.15972,227.751,-0.3863959
119.9336,40.17361,227.818,-0.3863959
119.8223,40.1875,227.884,-0.3863959
119.688,40.20139,227.951,-0.3863959
119.5249,40.22222,228.018,-0.3863959
119.402,40.23611,228.084,-0.3863959
119.299,40.25,228.151,-0.3863959
119.1533,40.26389,228.218,-0.3863959
119.043,40.27778,228.284,-0.3863959
118.9701,40.29167,228.351,-0.3863959
118.7972,40.30555,228.418,-0.3863959
118.673,40.31944,228.484,-0.3863959
118.5633,40.33333,228.551,-0.3863959
118.39,40.34722,228.618,-0.3863959
118.2693,40.36111,228.684,-0.3863959
118.1886,40.375,228.751,-0.3863959
118.0508,40.38889,228.818,-0.3863959
117.9407,40.40278,228.884,-0.3863959
117.8578,40.41667,228.951,-0.3863959
